target,delta_mean_pred,FEDFUNDS,USGOVT,BOGMBASE,NONBORRES
BAAFFM_T,-0.9792205691337585,1.005575058716044,499.37418671050915,-0.004095565554649337,279.9993858505798
CPI_YOY,-0.21163882315158844,-1.3898088257761059,-11.575415732951555,-0.04000000497279146,286.52428006544704
UNRATE_L,-0.15793585777282715,1.005575058716044,499.37418671050915,0.005668949843897097,280.0016404131738
