BAAFFM_T_delta_mean,CPI_YOY_delta_mean,UNRATE_L_delta_mean,FEDFUNDS_shock,USGOVT_shock,BOGMBASE_shock,NONBORRES_shock
0.10496825454279879,0.3314710494956139,-0.13312322034527835,0.1551473718136549,754.4831335544586,0.030641276668757197,-312.5803207978606
-1.0652413895030675,-0.10919497084124963,-0.05583729884254396,0.8051866684108973,-755.2011385560036,-0.032115052081644536,7.1322377771139145
-0.9452005001973798,0.38092556911730036,-0.1101361479034777,2.1623398987576365,503.81182730197906,0.013038351293653244,-154.32998118922114
-0.3668564071871083,-0.2983422176527166,0.004381225735265559,-0.9664241531863809,-499.5492026209831,-0.023887889645993712,198.8805695436895
0.2746260862626144,-0.35223131072506697,-0.16260218553223016,-1.9060200108215213,287.07774952054024,-0.048120856005698445,284.20803071931005
-0.9775053089298558,0.6110047680474597,0.02163147967860457,2.4769306713715196,-285.17977371811867,0.04041672628372908,-63.52390507236123
-1.0557858717093724,-0.10817743542249048,-0.15583365997570464,1.7405958771705627,1156.3525892794132,-0.007863965723663567,125.27021709829569
0.1341107768287202,0.2561302822809326,0.049199645681671456,-0.15525678917765617,-1159.4352073967457,0.0032810213044285746,-254.58743311464787
-0.0046346210104193375,-0.29908647932658616,-0.2670209553056857,-0.7183001264929771,431.29762932658195,-0.00497289691120386,-2.875009085983038
-0.9613544405334049,0.45818858300712684,0.04000811216712563,1.1329849921166897,-440.2268908917904,0.006635970901697874,311.10185412690043
-1.0734210985763304,0.1379954848658569,-0.17241554892457156,2.8989923717454076,710.3869043290615,-0.03893247153609991,-205.56225422769785
0.6530108297891548,0.4645131400591054,0.0577035385784157,-1.4699273398146033,-704.9608580768108,0.049971308466047054,163.7877680361271
0.6005489007042559,-0.10613320585032904,-0.19560738025770963,-1.1595944063737988,908.3503916859627,0.022647687606513506,56.544566713273525
-1.0091123866042837,0.48007098242231905,0.02860916878329789,1.9636645233258605,-900.6008952856064,-0.014742433745414021,-274.5353691279888
-0.5810481789809461,0.4975248474275027,0.04541714580194789,0.8183128591626883,48.15758317708969,0.03395329732447863,258.5441709496081
-0.8349153204962012,-0.10377823758438165,-0.05210687712568074,0.22136695869266987,-54.76343035697937,-0.029169228766113522,-126.53631241992116
-0.6660255860234607,0.3486744016425467,-0.13443731439425832,0.42044803220778704,133.84961485862732,0.011804148089140654,106.96287974715233
-0.9845015265471475,0.5170372167514188,0.04226829748660421,1.009843216277659,-137.78934627771378,-0.0009522313252091422,-240.16836378723383
-0.9471477414279774,0.46321516132349405,-0.12870374370978954,1.7626762315630913,1007.8851968050003,0.04419893091544509,298.71254144236445
-0.5472281203122948,-0.22413743405466002,-0.03430096267856708,-1.3492172844707966,-1007.4305221438408,-0.042727354727685456,-81.9166942499578
-0.07742621910486136,-0.19087803300101824,-0.29246519737629395,-1.6590107772499323,605.9951551258564,-0.016977868694812062,-138.75735523179173
-0.9701112726390941,0.5697736759137744,0.030514969744348974,2.697475405409932,-603.2170571386814,0.021559758298099044,181.72679403796792
-0.9953065877731335,0.4901712564516325,-0.1969892263537032,1.3250440610572696,350.56310668587685,-0.0267202184535563,-329.819542914629
0.10716012623833038,0.5239329353925282,0.04113373730090775,-0.5197584563866258,-352.17937901616096,0.03442481923848391,22.79032077640295
-0.6915355662478775,-0.3462428434581537,-0.16253787429725008,-0.3564930083230138,1052.2652439773083,-0.03632497731596232,230.41017344221473
-0.974755992305226,0.6178849239949389,0.021977845296279774,1.5511828353628516,-1057.3869846761227,0.025283941160887488,-99.89800481125712
-1.0752664607515885,-0.13683371368700348,-0.2774054336485179,2.676412297412753,206.0616932809353,-0.02028226014226675,83.09741728007793
0.961508353001415,0.2606611655505695,0.15900452266661702,-1.7148520406335592,-197.41377755999565,0.018621564563363793,-302.5839200243354
0.3176566831229808,0.44758321907281395,-0.06688102198854295,-0.7745749205350876,589.1811445355415,0.041303284280002114,-180.16296811401844
-1.1133572486829455,-0.12087569186201241,-0.039234988881403865,2.3611294962465763,-582.8978508710861,-0.04608688177540898,134.41475424915552
-0.982102085883461,-0.07945592979469573,-0.2714299062621768,0.6164656179025769,854.2811617255211,0.0026081340387463584,-32.1625710465014
-0.4002393235406574,-0.011055537207765642,0.0027727249837559143,-0.046770147047936916,-861.7675602436066,-0.010514442715793847,336.41569884493947
-0.8238001087250235,-0.3413260769390949,-0.26858344075619556,-0.08946709148585796,487.25745007395744,-0.03997046714648605,37.41124393418431
-0.3640266398764438,0.6701945217256098,0.08361864260024365,0.5029309745877981,-478.6030076444149,0.047688204422593125,-342.88201788440347
-1.0345848922308378,-0.10440247690286864,-0.15426943105231938,2.269624105654657,808.5343681275845,-0.003617542516440156,195.6676060333848
0.2170645869023602,0.156111519230417,0.04231720813996542,-0.8393380539491773,-813.6493317782879,0.008211042732000351,-151.137051358819
0.6098074394093338,0.24117010459521993,-0.1884537023957895,-1.7795394947752357,1172.906394302845,0.032449920568615204,-65.77969547361135
-1.0750894366106563,-0.11383618824228048,-0.03885809152141828,2.584829998202622,-1180.380830168724,-0.030990003421902657,286.4838417619467
-0.9156740950697135,0.4766367932287445,-0.14282964742565607,1.4377250634133816,233.02594274282455,0.023443032521754503,-224.71018014475703
-0.6992532774385585,-0.008170106479755024,0.0008889114180012925,-0.39926566928625107,-226.7310082912445,-0.01260430067777634,95.41566809639335
0.20542220443144288,-0.15874336749301898,-0.12006893641979932,-0.47464052960276604,726.6460239887238,0.014296073094010348,347.1274023875594
-1.0879688136239412,-0.11344996154031062,-0.05519427112423969,1.4361955523490906,-726.2023106217384,-0.02221513753756881,-38.88052627444267
-0.9709391382001593,0.43912151422362333,-0.1341127671633764,2.791439943946898,377.53707468509674,0.02950564846396446,144.44618234410882
-0.5118363322944068,-0.0943282265594112,0.03476571887947433,-1.5967452181503177,-381.48801773786545,-0.03430047584697604,-186.19797499850392
0.8452616127326049,0.2449729614791929,0.3628894201313946,-1.2870274046435952,31.899035722017288,-0.0069709409028291675,-293.47503473982215
-0.9933530530808183,0.4314035844905244,0.03381364511523799,1.8567176787182689,-33.52255001664162,0.005321522150188683,75.46153096482158
-1.1010271247043675,-0.1292081226027788,-0.2776634668387592,1.1209178362041712,962.1115185320377,-0.04952655285596848,-91.46810416132212
-0.631994503495716,0.5533751976603645,0.04918401544956552,0.465641675516963,-959.3403406441212,0.03849831940606237,223.45593944191933
-0.8099457678516342,-0.03027021903476168,-0.17665730802911295,0.27379018906503916,1029.124789685011,-0.021127211209386588,-243.01816942170262
-0.9650760048785285,0.4670866800962381,0.04844039840125092,0.9221212165430188,-1023.69150146842,0.01653151102364063,109.83537891879678
-1.084114978976578,-0.1083636010146174,-0.04759128186777506,2.0454412437975407,75.10859593749046,-0.034771994780749084,-51.274532824754715
0.6122196299048657,0.4468661831687206,0.05486792614177105,-1.08510260283947,-84.03093740344048,0.027056635171175,268.0904110893607
0.5945664294762594,-0.1287954643650524,-0.14532243960521196,-1.3955112155526876,329.3240860104561,0.0013008535839617238,211.24088391661644
-1.070620942034696,0.48806524835220344,0.0208301716797914,2.9808460008352995,-335.91897189617157,-0.012139115110039712,-168.29146835952997
-0.9715652908340444,0.4571596850332016,-0.19919980665958814,1.2367164781317115,664.7367462515831,0.04229320557788015,20.171369891613722
-0.5708869291274943,-0.09044953105944264,0.03141996751378695,-0.6658011795952916,-656.9760382175446,-0.04375417828559876,-327.22329339012504
-0.02011640224477862,0.38353901404748036,-0.22653054982384901,-0.21017968002706766,185.1127803325653,0.045654233172535905,-119.60275359451771
-1.0753734724212913,-0.12045832546225821,-0.038519958068639504,1.6392493499442935,-180.8621183037758,-0.04085702812299133,250.09488854557276
-0.8809617468934792,0.3767067697305997,-0.16459614860774252,2.3927687127143145,1110.7110053300858,0.010861516743898389,-266.9215322472155
0.4079775619822641,-0.06086212431331095,0.004677322522816496,-1.9780881498008966,-1111.4406511187553,-0.002944652270525691,47.41233857348561
-0.3415657640646179,-0.3467689125896931,-0.14757101729856803,-1.038416612893343,875.2295024693012,-0.0256326649338007,169.84612038359046
-0.9251650537713099,0.6721368460643524,0.06047618211229189,2.0781010314822197,-878.3186472952366,0.03665984282270074,-215.5716302804649
-0.8843301118128304,-0.1392766058055166,-0.16990687013668104,0.7039170125499368,530.7348109781742,-0.018187516927719118,317.8391885012388
-0.08845625784497901,0.2662702107691417,0.04467295045947939,0.10014876443892717,-528.8436122238636,0.019837405998259783,-13.566040061414242
-0.6903604062744835,-0.33422812914392686,-0.16348498789101473,0.04362322576344013,252.7434803545475,-0.015046382136642937,242.81452149152756
-0.8450390338699143,0.603466821760605,0.015013721669216551,0.6823412533849478,-243.8222475349903,0.022954121511429545,-109.45950914174318
-1.0767358859511473,-0.12419896734801661,-0.2765318213418153,2.1388893639668822,1192.477286607027,-0.028743061237037182,51.74503875896335
1.0076289832634568,0.47888004639784,0.06764282679521827,-1.0211039083078504,-1197.9116834700108,0.03352503767237068,-268.3913446031511
1.1330306191737574,0.0874796253148804,-0.06267266955256812,-1.9565077712759376,788.1176143884659,0.007723467610776427,-211.70088993385434
-1.0598017775711033,0.10323176164721692,-0.033103196749120656,2.4492988707497716,-795.8748623728752,-0.006058289576321839,168.58192021027207
-0.9773911234600408,0.4750468512053643,-0.19814230213352868,1.621931727975607,467.2802746295929,0.048761604167521,-19.957201182842255
-0.7364064324592681,-0.15929868733332286,-0.029308641650724887,-0.27097292989492416,-460.6819286942482,-0.037725240830332046,326.83687936514616
0.1460294199815726,0.3158184857814663,-0.12384293700447468,-0.6051463894546032,942.7258595824242,0.03918278543278575,119.13216030225158
-1.0558716155028747,-0.06445658420786415,0.0163779664459911,1.25420081615448,-941.9996201992035,-0.046889007277786734,-249.7938702814281
-0.9205693635400647,0.4813588579287784,0.030786039019809586,2.9244539672508836,12.07408457994461,0.00444196453318,267.12525971233845
0.43668601897313586,-0.06598096972593792,0.00970573475639025,-1.4172586454078555,-16.328153014183044,-0.009022423438727854,-47.78829049319029
-0.4052027513574261,2.1208194906030542e-05,-0.11259323016455713,-1.1025918582454324,397.70434722304344,-0.03166464762762189,-170.06037645041943
-0.9721395712979404,0.6137345718391662,0.0404084098233044,1.9847815362736583,-399.5943658053875,0.03018839862197638,215.95812905579805
-0.9893334233127264,0.4069196822764942,-0.19795816431573865,0.9438732657581568,746.9596557319164,-0.024265284184366465,-317.37910294905305
-0.0346221295652116,0.36880245974753034,0.03683202293918253,0.33018684200942516,-743.8693307340145,0.01341784987598657,13.275506068021059
-0.8683238101387132,-0.14406821249147939,-0.27535730811247117,0.44328165892511606,644.8613025248051,-0.046390022523701196,-36.94073539227247
-0.9417079191142936,0.6091060550271896,0.04552318132913502,1.0651291506364942,-639.7497363388538,0.041610436420887714,342.5810817629099
-1.03049554732435,0.14620839411954156,-0.20946290498585185,1.8735941983759403,309.8882205784321,-0.010088987462222573,-195.87125135585666
0.3789747531472596,0.033120789329039724,0.013421246181735569,-1.2257549613714218,-318.5460604727268,0.0021790607832372216,151.5129185281694
0.6065403588796503,0.4130610503251031,-0.23157363787828,-1.5409611519426107,95.37201225757599,0.026372150145471104,65.99386679008603
-1.0549175655513099,0.03664717406626039,0.020932277250235387,2.813795341178775,-101.6657754778862,-0.037409556377679114,-286.87025839462876
-0.9499788550650492,-0.09467289550294211,-0.1268092561371681,1.3749280264601111,1049.2415606975555,0.01741105262190104,224.25017673522234
-0.7154326126638462,-0.2099086385722264,-0.03397860619494342,-0.4915121318772435,-1041.7659536004066,-0.019075747672468425,-95.12521885335445
0.346989205254693,0.20227567756871956,-0.05465810717659636,-0.3825607830658555,550.2737984061241,0.020325009804219002,-346.92367231473327
-1.0926077705299861,-0.11309921062455608,-0.05380956206493881,1.499131049029529,-546.323972940445,-0.01574673820286989,38.50457174703479
-0.9692021434323861,0.5327924012251297,-0.23481252386657658,2.562641652300954,894.9148491024971,0.03558647474274039,-144.91677302867174
-0.3620106572100208,-0.2975889403494334,0.0033839951390435274,-1.8354616854339838,-895.359680056572,-0.027877862565219402,186.49899065494537
0.9796257191354867,-0.31758378895220085,-0.14191444780412965,-0.9007391221821308,1090.7016478478909,-0.000502539146691558,293.93512289971113
-0.973673122111745,0.48457700831371664,0.031683413080414446,2.2529241368174553,-1093.4693567454815,0.011350456438958642,-75.75206756591797
-1.0160388157910551,-0.05861059250672973,-0.3033719441898546,0.5588485458865762,164.6641306579113,-0.043103941623121506,91.25385070219636
0.320716850649049,0.5459309709878424,0.062497181712107164,-0.06728336494415998,-163.03714737296104,0.044579147733747965,-223.06944327428937
-0.3260530079115074,-0.1216187943835294,-0.2633324943004425,0.014495013281702995,1138.7191638350487,0.005723325535655022,-107.18372808769345
-0.7761596643428619,0.0520462268676134,-0.03135178301881325,0.6333396229892969,-1139.170378446579,-0.007374836411327121,240.55878454819322
-0.8758461842759346,0.5877969924006043,-0.12772331724208286,2.305347832851112,269.00474578142166,0.03817000240087509,-298.2458636164665
-0.5952225522396355,-0.16029587318854865,-0.029809736715905366,-0.796932683326304,-265.061554312706,-0.04919575033709407,81.6222382709384
0.23919208247908763,-0.3499007132795817,-0.16082251435663242,-1.7317309631034732,521.0389696061611,-0.023400476202368736,138.28016966581345
-0.9294053085006064,0.5290160259637431,0.06621257503512634,2.6151422196999192,-519.4238059222698,0.0154789381660521,-181.42185378819704
-1.0445701520286446,-0.1334768370932804,-0.17113413371311648,1.573545217514038,771.8569211661816,-0.03318861201405525,330.0298626534641
-0.046611436989506316,0.5083328912973442,0.04155244670261826,-0.30070672556757927,-774.6361277997494,0.02839588867500424,-23.170194681733847
-0.504178297760911,0.0013997265532781356,0.10296551828513856,-0.5756736621260643,66.12746492028236,-0.029853524174541235,-230.87693862617016
-0.9714738688995501,0.6098743297584495,0.037909279061312695,1.302857931703329,-74.77420046925545,0.031315926834940916,100.19254554063082
-1.0841517393093456,-0.0869659634066755,-0.27625689701327527,2.758874070830643,926.1739142239094,-0.013862701039761303,-82.87648940458894
0.9380955427153372,0.44052636394409195,0.05531369726634594,-1.6423084428533912,-921.0509933531284,0.024699340760707858,302.1934171207249
1.0933927122235207,0.29090970414316963,-0.06661406185956142,-1.327026535756886,692.9057031869888,0.047335272375494244,179.95256101712584
-1.1206772917821661,-0.04756989531118938,-0.05370925577326613,1.8185960566625,-685.4227110743523,-0.0396154310554266,-134.03479559347034
-0.9812056615338842,-0.09178325748120475,-0.26259061726497546,0.9931359644979239,414.2557203769684,0.008685908187180756,32.63983614742756
0.07055263287562408,0.4790317093193077,0.039898855297155755,0.359044449403882,-420.5424204468727,-0.00409488156437874,-336.72072123736143
-0.5744805460733091,0.3031038437932483,-0.12485278316908932,0.23868217784911394,368.3361276984215,0.037060838565230375,313.04700123146176
-1.081761895250298,-0.10858617257694858,-0.05480314192478719,0.8791084745898843,-372.5975811481476,-0.026037278678268196,-7.426696363836527
