method,eval_id,feasible,violation,composite,shock_FEDFUNDS,shock_USGOVT,shock_BOGMBASE,shock_NONBORRES,delta_BAAFFM_T,delta_CPI_YOY,delta_UNRATE_L,loss_BAAFFM_T,loss_CPI_YOY,loss_UNRATE_L,w0,w1,w2
RandomSearch,173,1,0.0,0.34680981325368687,-1.5059837974688972,-484.71180281116983,-0.0038681337220561676,168.34430892242108,0.31100137417484763,-0.061270303357377376,0.007966338955980312,1.2955029007219951,0.15432985340782246,0.1705042132532304,,,
RandomSearch,174,1,0.0,0.9880766039777327,2.3532615465925515,-200.43756515369387,-0.019123530292794268,17.11794138103079,-1.0896931116966604,-0.1088778496542604,-0.05494743038844607,0.10519158514951288,0.10672230711093944,0.10759044390880401,,,
RandomSearch,175,1,0.0,0.000314284221513615,-0.12779255188812666,-613.2714406066593,0.024868999300482003,-170.600891727709,0.16890046552290983,0.523011115906042,0.052979995284548664,1.1534019920700573,0.7386112726712418,0.21551786958179875,,,
RandomSearch,176,1,0.0,1.0,1.6397597976818048,362.2638352599456,-0.01827552965564299,211.08863737203137,-1.064623300835493,-0.13889043634563825,-0.1705386234097821,0.08012177428834555,0.07670972041956159,0.008000749112532013,,,
RandomSearch,177,1,0.0,0.49390062427466447,-0.4048544662810336,809.3284936911882,0.015792018700790958,-284.3004386752483,0.22906182053708246,-0.09723297649330798,-0.05205298568484995,1.21356334708423,0.11836718027189186,0.11048488861240013,,,
RandomSearch,178,1,0.0,0.20447981509856605,0.3030794272718498,-735.5706980484919,-0.002009315344520715,-311.39267917827993,0.15837105732049306,0.44138058767576105,0.040694302977052565,1.1428725838676406,0.6569807444409609,0.20323217727430265,,,
RandomSearch,179,1,0.0,0.0002984156378910684,-1.5789880345192095,85.32410961857863,0.021227072388093612,-233.90763203599715,0.8415852476424224,0.2993862418493247,-0.05717650083537418,1.8260867741895699,0.5149863986145246,0.1053613734618759,,,
RandomSearch,180,1,0.0,0.3649957239674313,0.7703832474153605,506.3565486792038,0.03385502466372167,-42.620848775675654,-0.9326008772353362,0.45386088769658084,-0.23871341114789946,0.051900649311811264,0.6694610444617807,0.07617553685064937,,,
RandomSearch,181,1,0.0,0.3714033375082791,2.9574591852797187,1150.118163118003,0.03182483549548741,-105.81290501190105,-0.9780254028582669,0.4520922215529697,-0.20098295224529306,0.0064761236888806195,0.6676923783181695,0.03844507794804297,,,
RandomSearch,182,1,0.0,0.00012206676770741501,-1.1530787096272748,-720.2350719314176,0.041648362619280524,-312.4985603359049,1.1322123805336215,0.4641123953316746,0.064041402217768,2.116713907080769,0.6797125520968744,0.22657927651501808,,,
RandomSearch,183,0,1.0,0.9780774985033286,0.10145851294598396,811.1863278422156,-0.02842396024795755,-262.42566504867,-0.625597788495365,-0.08730123033667558,-0.17701590334637363,0.35890373805178255,0.12829892642852425,0.014478029049123542,,,
RandomSearch,184,1,0.0,0.37443114006177314,-0.773164058359324,498.9707235192295,0.0124818175292193,-286.8764261331898,0.31291580718407275,-0.09053064310311898,-0.04529299582129109,1.2974173337312203,0.12506951366208086,0.11724487847595899,,,
RandomSearch,185,1,0.0,0.0004525197653053765,-1.2419504300019923,215.2086587902379,0.004295821693618682,155.70603332713904,0.4670795232707876,-0.14837318984695536,-0.14140845696479065,1.4515810498179351,0.06722696691824448,0.021129417332459433,,,
RandomSearch,186,1,0.0,0.0002448332289517801,-0.850403605098851,84.98153577372955,0.03244794965461045,323.2098165272072,0.9843605611334372,0.3822705436100451,-0.13428813079276924,1.9688620876805847,0.5978707003752449,0.02824974350448084,,,
RandomSearch,187,0,1.0,0.984201828046397,1.7889196069938293,902.8492427689357,-0.029704863810316496,-9.636317912715697,-1.1010191185388924,-0.1326718272497911,-0.27736747209024504,0.11651759199174494,0.08292832951540874,0.11482959779299495,,,
RandomSearch,188,0,1.0,0.9833784015725747,2.872590776068834,277.1393590986952,-0.034933799044186725,-80.83353051841249,-1.103605976500316,-0.12726459618011443,-0.27812336404521876,0.1191044499531686,0.0883355605850854,0.11558548974796867,,,
RandomSearch,189,0,1.0,0.943376872623963,-1.0597044873457189,783.6625018968109,-0.034600566813973326,-43.23364460753487,-0.5153556680022926,-0.3333458567874159,-0.25173403664195604,0.4691458585448549,0.11774570002221607,0.08919616234470595,,,
RandomSearch,190,1,0.0,0.00021523664708993282,0.43776466522480373,6.647989820202611,0.03361660769432402,-318.07158459916246,0.30330821139100284,0.671937343064902,0.07257546822281657,1.2878097379381503,0.8875374998301019,0.23511334252006666,,,
RandomSearch,191,1,0.0,0.07767171307970035,-1.0756252992906505,-718.4145103958888,-0.005106269385604559,290.7927119984305,0.39172829757225625,-0.010854832124393088,0.008514000826938428,1.3762298241194038,0.20474532464080675,0.1710518751241885,,,
RandomSearch,192,1,0.0,0.9727292610564909,1.6458444242749541,-134.2430687353592,-0.01629505403884566,215.75659858535766,-1.084707688246179,-0.11465234598309237,-0.03780857964669693,0.10020616169903152,0.10094781078210746,0.12472929465055316,,,
RandomSearch,193,1,0.0,0.0006496341989431603,1.226011317826241,489.39335647314215,0.039281096737620064,-313.60271746379533,-0.8380935840435102,0.5743441277791712,-0.13211034628134755,0.1464079425036373,0.789944284544371,0.03042752801590254,,,
RandomSearch,194,0,1.0,0.5718691989739959,2.0493787095920535,1170.6066398869066,-0.00012085292676383697,-297.4101854552757,-0.9803815948370387,0.3641987931585322,-0.1753593145853003,0.004119931710108826,0.579798949923732,0.012821440288050212,,,
RandomSearch,195,0,1.0,0.8818779709114974,-1.5185618496143727,981.1591969898659,-0.03209961470430246,190.4558999357605,-0.3814791314800172,-0.3467563765716515,-0.16130158842844278,0.6030223950671303,0.13115621980645165,0.0012362858688073075,,,
RandomSearch,196,1,0.0,0.7340554032935726,1.7813472795691023,-229.2643372689048,-0.027216671208345436,-267.7501766511633,-1.0186393903741142,0.14757755339595136,0.0222457013739481,0.03413786382696671,0.3631777101611512,0.18478357567119819,,,
RandomSearch,197,1,0.0,0.409482562758956,-0.5651573504438216,326.48358330073165,0.03301775409346068,-12.20357772837599,0.14675378073465506,0.27048843057966554,-0.1935574557690094,1.1312553072818026,0.4860885873448654,0.031019581471759317,,,
RandomSearch,198,1,0.0,0.0004518652305807414,-1.4071708513285497,773.8579006958446,0.0002841342712980102,-39.03517633606219,0.4649512051777611,-0.12039653262446848,-0.26392169684344235,1.4494527317249086,0.09520362414073136,0.10138382254619227,,,
RandomSearch,199,1,0.0,0.37958463819219734,1.7013345998274687,-1109.9038840953249,-0.031901862198333825,-326.5799650474157,-1.0206329902078477,0.43554718923475955,0.0239698426298256,0.03613146366070019,0.6511473459999594,0.18650771692707568,,,
RandomSearch,200,1,0.0,0.8465931191781323,-0.7272621113445037,-83.08009976400558,-0.031516869901648675,-325.4262327871433,-0.56659342966655,-0.08491406339425156,0.031077884123590138,0.4179080968805975,0.13068609337094828,0.19361575842084022,,,
RandomSearch,201,1,0.0,0.00029068384192992787,-1.602018779661425,-351.30437743821994,-0.005756873293488063,-225.98249643710605,0.4495896976569771,0.23913043292459513,0.03648754288624634,1.4340912242041246,0.45473058968979496,0.19902541718349642,,,
RandomSearch,202,1,0.0,0.9855032808057933,0.445137242095238,325.5320209555557,-0.015458403730839697,14.710472519494544,-0.8595232199678238,-0.1272188025069032,-0.27616934238447666,0.12497830657932374,0.08838135425829663,0.11363146808722657,,,
RandomSearch,203,1,0.0,0.6385231404557181,-1.054298482806435,-323.64399327060255,-0.01192846195863314,121.9056398369471,-0.06407999989088076,-0.010241425871725163,0.002521676088968583,0.9204215266562668,0.20535873089347467,0.16505955038621867,,,
RandomSearch,204,1,0.0,0.0005421987547319468,1.8863406092384274,-433.99141759693543,0.017219403761353766,-174.40839847913367,-0.9316663812902037,0.5308411113438032,0.06436163871371559,0.05283514525694377,0.746441268109003,0.22689951301096567,,,
