method,eval_id,feasible,violation,composite,shock_FEDFUNDS,shock_USGOVT,shock_BOGMBASE,shock_NONBORRES,delta_BAAFFM_T,delta_CPI_YOY,delta_UNRATE_L,loss_BAAFFM_T,loss_CPI_YOY,loss_UNRATE_L
RandomSearch,0,1,0.0,0.0005814908669974478,2.7176625280527693,-337.38951998022446,0.028480541196997708,63.89472966058827,-0.9772194779618184,0.6227461012878748,0.024844335382696592,0.007282048585329104,0.8383462580530746,0.18738220967994668
RandomSearch,1,1,0.0,0.47607646978694557,-0.5283571940153591,1014.5416474149943,0.03693315446785694,-95.10310159663402,0.010393623209526304,0.2782951499519646,-0.1928797683266268,0.9948951497566738,0.4938953067171644,0.030341894029376704
RandomSearch,2,1,0.0,0.0005676513328537283,2.8658840731644695,-661.141606235685,0.03054958679281221,126.62736189659086,-0.979119230224788,0.6188184351786159,0.03960155916010866,0.005382296322359537,0.8344185919438157,0.20213943345735874
RandomSearch,3,1,0.0,0.0005698377054041845,0.35530260612849984,-1126.0668706775768,0.03947982030827969,51.54276667027233,-0.6383166384261463,0.5882724165916766,0.036987824343477804,0.34618488812100123,0.8038725733568765,0.1995256986407279
RandomSearch,4,1,0.0,0.5004421095579434,-0.04845871173411331,-348.77031068423275,0.015197301946040506,-107.08010277112686,0.001786206433539661,0.12495101394633323,0.04932941163160276,0.9862877329806872,0.34055117071153307,0.21186728592885284
RandomSearch,5,1,0.0,0.7570916492511045,0.5378995407458498,-309.7543134952534,-0.04447971460527899,-174.71355976920972,-0.8542771847040376,0.12262510319709063,0.018360886190333936,0.13022434184310994,0.33822525996229047,0.18089876048758402
RandomSearch,6,1,0.0,0.9833329843351041,2.204815191039268,763.570595100822,0.016732542623586893,-20.588686231341285,-0.9660473024665359,-0.0875778527439186,-0.24183224110971135,0.018454224080611592,0.12802230402128123,0.07929436681246127
RandomSearch,7,0,2.0,0.985852459457508,2.849222463578224,816.6258095510418,-0.02549325387464443,47.28296257104239,-1.0878960488667562,-0.12416505140879464,-0.27584717197087993,0.10339452231960866,0.0914351053564052,0.11330929767362985
RandomSearch,8,1,0.0,0.9716311228004614,2.779756236335235,685.4821550248055,-0.013064972026810985,-21.053433841060382,-1.0851940603002208,-0.09160805374960246,-0.2760199650611277,0.1006925337530733,0.12399210301559738,0.11348209076387761
RandomSearch,9,1,0.0,0.6577719044473205,0.5891341364242444,964.5441640689583,0.02142955456140426,-71.30345354061097,-0.9196672047478134,0.30372763948552617,-0.23992146814250592,0.06483432179933413,0.519327796250726,0.07738359384525584
RandomSearch,10,1,0.0,0.4159789751597924,0.3102067483438211,-978.4564654294526,-0.0007965042196754896,-189.68434532838086,-0.014928886746933046,0.2956747576539307,0.035653190670832835,0.9695726398002145,0.5112749144191305,0.19819106496808292
RandomSearch,11,1,0.0,0.8236698219835564,-1.5343398602235385,-980.9356316046442,-0.028417454047284553,139.3884736816671,-0.3636345556456493,-0.29761820536871975,0.002799411019043241,0.6208669709014982,0.08201804860351991,0.16533728531629333
RandomSearch,12,1,0.0,0.00044715074878969263,-1.1040838753957298,164.12917993005294,0.010261905868133157,326.3857987534642,0.9777728728345876,-0.09556398314154668,-0.13934434645218285,1.962274399381735,0.12003617362365315,0.02319352784506723
